,개방장소명,개방장소,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
동대문구 회기동 주민센터 지하1층 회의실,회기동주민센터,회기,회의실,토+일+공휴일,13:00,21:00,0:00,0:00,Y,2,15000,1,7500,25,66,탁자+의자+빔프로젝트,인터넷+전화+방문,,서울특별시 동대문구 회기로25길 12-1,,서울특별시 동대문구 회기동,,02-2171-6403,37.59080616,127.0553779,2022-08-24
동대문구 회기동 주민센터 소강당,회기동주민센터,회기,회의실,토+일+공휴일,13:00,18:00,0:00,0:00,Y,2,15000,1,7500,30,93,의자+전면거울,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283302,서울특별시 동대문구 회기로25길 12-1,,서울특별시 동대문구 회기동,,02-2171-6403,37.59080616,127.0553779,2022-08-24
동대문구 휘경1동주민센터 (4층 강당),휘경1동주민센터,휘경,강당,토+일+공휴일,9:00,18:00,0:00,0:00,Y,2,20000,1,10000,50,100,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_277907,서울특별시 동대문구 외대역동로6길 3,,서울특별시 동대문구 휘경1동,,02-2171-6423,37.59291476,127.0657151,2022-08-24
동대문구 휘경1동주민센터 창작실(4층),휘경1동주민센터,휘경,다목적실,토+일+공휴일,9:00,18:00,0:00,0:00,Y,2,15000,1,7500,15,35,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_286556,서울특별시 동대문구 외대역동로6길 3,,서울특별시 동대문구 휘경1동,,02-2171-6423,37.59291476,127.0657151,2022-08-24
동대문구 휘경2동 주민센터(5층 문화사랑방),휘경2동주민센터,휘경,기타,토+일+공휴일,9:00,21:00,0:00,0:00,N,0,0,0,0,10,33,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283459,서울특별시 동대문구 한천로 329,,서울특별시 동대문구 휘경2동,,02-2171-6443,37.5901107,127.0685658,2022-08-24
동대문구 휘경2동 주민센터 (2층 회의실),휘경2동주민센터,휘경,회의실,토+일+공휴일,9:00,21:00,0:00,0:00,Y,2,15000,1,7500,20,40,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281810,서울특별시 동대문구 한천로 329,,서울특별시 동대문구 휘경2동,,02-2171-6443,37.5901107,127.0685658,2022-08-24
동대문구 휘경2동 주민센터 (5층 다목적강당),휘경2동주민센터,휘경,강당,토+일+공휴일,9:00,21:00,0:00,0:00,Y,2,15000,1,7500,10,33,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281816,서울특별시 동대문구 한천로 329,,서울특별시 동대문구 휘경2동,,02-2171-6443,37.5901107,127.0685658,2022-08-24
동대문구 이문1동주민센터 3층 회의실,이문1동주민센터,이문,회의실,토+일+공휴일,9:00,18:00,0:00,0:00,Y,2,15000,1,7500,20,65,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_278206,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구 이문1동,,02-2171-6614,37.5978135,127.0654786,2022-08-24
동대문구 이문1동주민센터 (3층 프로그램실),이문1동주민센터,이문,회의실,토+일+공휴일,9:00,18:00,0:00,0:00,Y,2,15000,1,7500,20,53,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_278200,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구 이문1동,,02-2171-6614,37.5978135,127.0654786,2022-08-24
동대문구 이문1동주민센터 (4층강당),이문1동주민센터,이문,강당,토+일+공휴일,15:00,18:00,0:00,0:00,Y,2,20000,1,10000,30,154,탁자+의자+빔프로젝트+음향시설,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283092,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구 이문1동,,02-2171-6614,37.5978135,127.0654786,2022-08-24
동대문구 이문2동 주민센터 (2층 문예창작실),이문2동주민센터,이문,회의실,토+일+공휴일,9:00,21:00,0:00,0:00,Y,2,15000,1,7500,20,50,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_285756,서울특별시 동대문구 신이문로27-5,,서울특별시 동대문구 이문2동,,02-2171-6503,37.6033142,127.0651101,2022-08-24
동대문구 이문2동 주민센터 (3층 강당),이문2동주민센터,이문,강당,토+일+공휴일,9:00,18:00,0:00,0:00,Y,2,15000,1,7500,80,100,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_288063,서울특별시 동대문구 신이문로27-5,,서울특별시 동대문구 이문2동,,02-2171-6503,37.6033142,127.0651101,2022-08-24
동대문구 이문2동 주민센터 지하 다목적실,이문2동주민센터,이문,다목적실,토+일+공휴일,14:00,18:00,0:00,0:00,Y,2,15000,1,7500,50,80,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281392,서울특별시 동대문구 신이문로27-5,,서울특별시 동대문구 이문2동,,02-2171-6503,37.6033142,127.0651101,2022-08-24
강당,창1동주민센터,창,강당,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,100,192,"책상, 의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 해등로 46,,서울특별시 도봉구청,창1동주민센터,02-2091-5678,37.6483328,127.0437847,2019-06-28
2층 회의실,창3동주민센터,창,회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"7,000원",1,3500,20,61.2,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 덕릉로62길 89,,서울특별시 도봉구청,창3동주민센터,02-2091-5730,37.6381103,127.0428666,2019-06-28
교양강좌실,창5동주민센터,창,강의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,25,90.7,"화이트보드, 책상, 의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 도봉로136나길 20,,서울특별시 도봉구청,창5동주민센터,02-2091-5779,37.6562457,127.0434809,2019-06-28
회의실,창5동주민센터,창,회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,25,69,"책상, 의자, 음향시설","인터넷, 전화, 방문접수",,서울특별시 도봉구 도봉로136나길 20,,서울특별시 도봉구청,창5동주민센터,02-2091-5779,37.6562098,127.0434809,2019-06-28
대강당,창5동주민센터,창,강당,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"25,000원",1,12500,150,236,"책상, 의자, 음향시설","인터넷, 전화, 방문접수",,서울특별시 도봉구 도봉로136나길 20,,서울특별시 도봉구청,창5동주민센터,02-2091-5779,37.6562098,127.0434809,2019-06-28
다목적강의실,창5동주민센터,창,강의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,20,107,음향시설,"인터넷. 전화, 방문접수",,서울특별시 도봉구 도봉로136나길 20,,서울특별시 도봉구청,창5동주민센터,02-2091-5779,37.6562098,127.0434809,2019-06-28
2층 교양강좌실,도봉1동주민센터,창,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"5,000원",1,2500,20,50,"책상, 의자, 유무선마이크 등","인터넷, 전화, 방문접수",,서울특별시 도봉구 도봉로169나길 22,,서울특별시 도봉구청,도봉1동주민센터,02-2091-5807,37.6786704,127.0433569,2019-06-28
3층 대강당,도봉1동주민센터,창,강당,법정공휴일,7:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,100,231,"빔프로젝트, 의자, 유선마이크","인터넷, 전화, 방문접수",,서울특별시 도봉구 도봉로169나길 22,,서울특별시 도봉구청,도봉1동주민센터,02-2091-5807,37.6786704,127.0433569,2019-06-28
주민사랑방,도봉2동주민센터,창,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"5,000원",1,2500,20,50,"테이블, 의자","인터넷, 전화, 방문신청",,서울특별시 도봉구 마들로 668,,서울특별시 도봉구청,도봉2동주민센터,02-2091-5834,37.6696229,127.0465415,2019-06-28
다목적실,도봉2동주민센터,도봉,강의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,50,135,"책상, 의자, 빔프로젝트, 마이크","인터넷, 전화, 방문신청",,서울특별시 도봉구 마들로 668,,서울특별시 도봉구청,도봉2동주민센터,02-2091-5834,37.6696229,127.0465415,2019-06-28
강당,방학2동주민센터,방학,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,50,200,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 226,,서울특별시 도봉구청,방학2동주민센터,02-2091-5629,37.668177,127.0350425,2019-06-28
대강당(지하1층),쌍문4동주민센터,쌍문,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,100,175,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,37.6564188,127.0283688,2019-06-28
3층 회의실,쌍문4동주민센터,쌍문,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,20,66,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,37.6564188,127.0283688,2019-06-28
2층 회의실,방학1동주민센터,방학,회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"25,000원",1,12500,25,85.72,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로2길 27,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,37.6641869,127.0406367,2019-06-28
강당,방학1동주민센터,방학,강당,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"25,000원",1,12500,30,169.58,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로2길 27,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,37.6641869,127.0406367,2019-06-28
마을아뜰리에 뜻아트,방학1동주민센터,방학,기타,법정공휴일,16:00,21:00,0:00,0:00,Y,2,"15,000원",1,7500,15,50,"책상, 의자",전화접수,,서울특별시 도봉구 방학로6길20-9,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,37.6642708,127.0374371,2019-06-28
2층 교양강좌실,방학2동주민센터,방학,강의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"5,000원",1,2500,20,63,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 226,,서울특별시 도봉구청,방학2동주민센터,02-2091-5629,37.668177,127.0350425,2019-06-28
강의실,방학3동주민센터,방학,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"15,000원",1,7500,50,144,"책상, 의자, 방송시설","전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,37.6591413,127.0279921,2019-06-28
지하1층  문화교실,방학3동주민센터,방학,다목적실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"8,000원",1,4000,15,64,의자,"전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,37.6591413,127.0279921,2019-06-28
2층 회의실,창1동주민센터,창,회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,15,37,"책상, 의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 해등로4길 3,,서울특별시 도봉구청,창1동주민센터,02-2091-5678,37.6485286,127.0440451,2019-06-28
대강강,창2동주민센터,창,강당,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"20,000원",1,10000,300,726,"의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 덕릉로59길 73-3,,서울특별시 도봉구청,창2동주민센터,02-2091-5704,37.6413898,127.0356396,2019-06-28
은행나루 채움,방학3동주민센터,방학,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,30,46.2,"책상, 의자","전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,37.6591413,127.0279921,2019-06-28
회의실,쌍문2동주민센터,쌍문,회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"20,000원",1,10000,20,45.56,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로3길 117,,서울특별시 도봉구청,쌍문2동주민센터,02-2091-5528,37.6580211,127.0387508,2019-06-28
주민사랑방,쌍문4동주민센터,쌍문,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,0,0,0,0,10,6.6,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,37.6564188,127.0283688,2019-06-28
강당,쌍문3동주민센터,쌍문,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,50,100,"유선마이크, 앰프시설, 프로젝트 빔","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로44길 9,,서울특별시 도봉구청,쌍문3동주민센터,02-2091-5554,37.6489437,127.0279086,2019-06-28
3층 대강당,쌍문1동주민센터,쌍문,강당,법정공휴일,9:00,21:00,10:00,18:00,Y,1,"5,000원",1,2500,50,224.64,"마이크, 책상, 무대, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로 147,,서울특별시 도봉구청,쌍문1동주민센터,02-2091-5504,37.6479992,127.0260364,2019-06-28
다목적강좌실,쌍문2동주민센터,쌍문,다목적실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"20,000원",1,10000,100,180.95,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로3길 117,,서울특별시 도봉구청,쌍문2동주민센터,02-2091-5528,37.6580211,127.0387508,2019-06-28
2층 회의실,쌍문3동주민센터,쌍문,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,30,50,"유선마이크, 프로젝트 빔","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로44길 9,,서울특별시 도봉구청,쌍문3동주민센터,02-2091-5554,37.6489437,127.0279086,2019-06-28
2층 회의실,쌍문1동주민센터,쌍문,회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,1,"5,000원",1,2500,30,90.72,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로 147,,서울특별시 도봉구청,쌍문1동주민센터,02-2091-5504,37.6479992,127.0260364,2019-06-28
상계2동주민센터 청소년다목적실(지하),상계2동주민센터,상계,다목적실,월+화+수+목+금+일,0:00,0:00,10:00,14:00,N,,,,,20,91.35,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 상계로118,,서울특별시 노원구청,상계2동주민센터,02-2116-2773,37.657415,127.067876,2022-08-17
상계2동주민센터 다목적방2(5층),상계2동주민센터,상계,다목적실,월+화+수+목+금+일,0:00,0:00,10:00,14:00,N,,,,,20,72.16,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 상계로118,,서울특별시 노원구청,상계2동주민센터,02-2116-2773,37.657415,127.067876,2022-08-17
상계3.4동주민센터 다목적실(지하1층),상계3.4동주민센터,상계,다목적실,일,9:00,21:00,9:00,18:00,N,,,,,20,210.84,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 덕릉로 859,,서울특별시 노원구청,상계3.4동주민센터,02-2116-2799,37.67291123,127.083232,2022-08-17
중계1동주민센터 다목적실(2층),중계1동주민센터,중계,다목적실,일,16:00,21:00,12:00,18:00,N,,,,,60,68.8,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 한글비석로 279,,서울특별시 노원구청,중계1동주민센터,02-2116-2643,37.652507,127.077457,2022-08-17
상계3.4동주민센터 주민사랑방(2층),상계3.4동주민센터,상계,다목적실,일,9:00,21:00,9:00,18:00,N,,,,,20,71.4,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 덕릉로 859,,서울특별시 노원구청,상계3.4동주민센터,02-2116-2799,37.67291123,127.083232,2022-08-17
상계3.4동주민센터 수락홀문화공연장(5층),상계3.4동주민센터,상계,강당,일,9:00,21:00,9:00,18:00,Y,3,70000,3,70000,250,364.93,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 덕릉로 859,,서울특별시 노원구청,상계3.4동주민센터,02-2116-2799,37.67291123,127.083232,2022-08-17
상계6.7동주민센터 다목적실(2층),상계6.7동주민센터,상계,다목적실,일,9:00,20:30,9:00,18:00,N,,,,,30,69,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 429,,서울특별시 노원구청,상계6.7동주민센터,02-2116-2854,37.65488369,127.066936,2022-08-17
상계6.7동주민센터 생활체육실(3층),상계6.7동주민센터,상계,강당,일,9:00,20:30,9:00,18:00,N,,,,,15,56,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 429,,서울특별시 노원구청,상계6.7동주민센터,02-2116-2854,37.65488369,127.066936,2022-08-17
상계8동주민센터 다용도방(2층),상계8동주민센터,상계,다목적실,일,12:00,22:00,14:00,18:00,N,,,,,20,76.1,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로227길 97,,서울특별시 노원구청,상계8동주민센터,02-2116-2884,37.66673618,127.051563,2022-08-17
상계8동주민센터 다목적방(3층),상계8동주민센터,상계,다목적실,일,17:00,22:00,16:00,18:00,N,,,,,20,60,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로227길 97,,서울특별시 노원구청,상계8동주민센터,02-2116-2884,37.66673618,127.051563,2022-08-17
상계9동주민센터 다목적방(3층),상계9동주민센터,상계,다목적실,월+화+수+일,18:00,21:00,12:00,18:00,N,,,,,20,95,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 한글비석로 487,,서울특별시 노원구청,상계9동주민센터,02-2116-2913,37.66452079,127.063803,2022-08-17
상계9동주민센터 지하탁구장(지하1층),상계9동주민센터,상계,기타,월+일,17:00,21:00,9:00,12:00,N,,,,,20,75.24,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 한글비석로 487,,서울특별시 노원구청,상계9동주민센터,02-2116-2913,37.66452079,127.063803,2022-08-17
상계9동주민센터 다용도방(2층),상계9동주민센터,상계,다목적실,목+일,18:00,21:00,9:00,18:00,N,,,,,25,67,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 한글비석로 487,,서울특별시 노원구청,상계9동주민센터,02-2116-2913,37.66452079,127.063803,2022-08-17
상계10동주민센터 다목적방(지하),상계10동주민센터,상계,다목적실,월+화+수+목+금+토,0:00,0:00,9:00,18:00,N,,,,,40,78.8,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 530,,서울특별시 노원구청,상계10동주민센터,02-2116-2943,37.661247,127.060242,2022-08-17
상계10동주민센터 다용도방(지하),상계10동주민센터,상계,강의실,월+화+토,18:00,21:00,9:00,18:00,N,,,,,25,46.2,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 530,,서울특별시 노원구청,상계10동주민센터,02-2116-2943,37.661247,127.060242,2022-08-17
월계1동주민센터 다용도방(3층),월계1동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,20,56.4,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계1동주민센터,02-2116-2403,37.619953,127.062863,2022-08-17
월계1동주민센터 다목적실(3층),월계1동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,60,171,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계1동주민센터,02-2116-2403,37.619953,127.062863,2022-08-17
월계1동주민센터 강의실(2층),월계1동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,25,118,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계1동주민센터,02-2116-2403,37.619953,127.062863,2022-08-17
월계2동주민센터 다용도방(3층),월계2동주민센터,월계,강의실,일,9:00,21:00,9:00,18:00,N,,,,,40,82,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 초안산로5길 28,,서울특별시 노원구청,월계2동주민센터,02-2116-2435,37.63250969,127.050764,2022-08-17
월계2동주민센터 다목적방(3층),월계2동주민센터,월계,다목적실,일,9:00,21:00,9:00,18:00,N,,,,,60,229,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 초안산로5길 28,,서울특별시 노원구청,월계2동주민센터,02-2116-2435,37.63250969,127.050764,2022-08-17
월계3동주민센터 다용도방(2층),월계3동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,20,42,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계3동주민센터,02-2116-2463,37.61999186,127.0628833,2022-08-17
월계3동주민센터 다목적실(3층),월계3동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,40,57,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계3동주민센터,02-2116-2463,37.61999186,127.0628833,2022-08-17
월계3동주민센터 다용도방(3층),월계3동주민센터,월계,다목적실,일,9:00,21:00,10:00,17:00,N,,,,,20,45,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 석계로 59,,서울특별시 노원구청,월계3동주민센터,02-2116-2463,37.61999186,127.0628833,2022-08-17
공릉1동주민센터 공릉행복문화창작소 두드림,공릉1동주민센터,공릉,다목적실,일,10:00,20:00,10:00,17:00,N,,,,,100,158,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로186길 3-24,,서울특별시 노원구청,공릉1동주민센터,02-2116-2493,37.624758,127.0737505,2022-08-17
공릉2동주민센터 시네마실(지하),공릉2동주민센터,공릉,다목적실,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,50,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로1길 68,,서울특별시 노원구청,공릉2동주민센터,02-2116-2524,37.621237,127.083388,2022-08-17
공릉2동주민센터 주민사랑방(2층),공릉2동주민센터,공릉,다목적실,연중무휴,9:00,18:00,9:00,18:00,N,,,,,30,50,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로1길 68,,서울특별시 노원구청,공릉2동주민센터,02-2116-2524,37.621237,127.083388,2022-08-17
공릉2동주민센터 다목적방(3층),공릉2동주민센터,공릉,다목적실,연중무휴,9:00,18:00,9:00,18:00,N,,,,,150,301.31,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로1길 68,,서울특별시 노원구청,공릉2동주민센터,02-2116-2524,37.621237,127.083388,2022-08-17
공릉2동주민센터 다용도실(1층),공릉2동주민센터,공릉,다목적실,연중무휴,9:00,18:00,9:00,18:00,N,,,,,20,50,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로1길 68,,서울특별시 노원구청,공릉2동주민센터,02-2116-2524,37.621237,127.083388,2022-08-17
하계1동주민센터 다용도방(지하1층),하계1동주민센터,하계,다목적실,월+화+수+목+금+토,9:00,21:00,9:00,18:00,N,,,,,15,36.4,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 261,,서울특별시 노원구청,하계1동주민센터,02-2116-2563,37.640523,127.072542,2022-08-17
하계1동주민센터 다목적실(2층),하계1동주민센터,하계,다목적실,월+화+수+목+금+토,9:00,21:00,9:00,18:00,N,,,,,30,121.4,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로 261,,서울특별시 노원구청,하계1동주민센터,02-2116-2563,37.640523,127.072542,2022-08-17
하계2동주민센터 다목적교실(2층),하계2동주민센터,하계,다목적실,일,9:00,20:00,9:00,18:00,N,,,,,20,60,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 공릉로55길 88,,서울특별시 노원구청,하계2동주민센터,02-2116-2592,37.632006,127.067938,2022-08-17
하계2동주민센터 다목적실(2층),하계2동주민센터,하계,다목적실,일,18:00,20:00,9:00,18:00,N,,,,,25,80,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 공릉로55길 88,,서울특별시 노원구청,하계2동주민센터,02-2116-2592,37.632006,127.067938,2022-08-17
"중계2,3동주민센터 다목적실(2층)","중계2,3동주민센터",중계,다목적실,일,9:00,21:00,9:00,18:00,N,,,,,30,100,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로17길56,,서울특별시 노원구청,"중계2,3동주민센터",02-2116-2678,37.64212979,127.068715,2022-08-17
"중계2,3동주민센터 회의실(2층)","중계2,3동주민센터",중계,회의실,일,9:00,21:00,9:00,18:00,N,,,,,80,300,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 노원로17길56,,서울특별시 노원구청,"중계2,3동주민센터",02-2116-2678,37.64212979,127.068715,2022-08-17
중계4동주민센터 다목적실(2층),중계4동주민센터,중계,다목적실,연중무휴,9:00,19:00,9:00,18:00,N,,,,,150,149,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 덕릉로82길 50,,서울특별시 노원구청,중계4동주민센터,02-2116-2714,37.658728,127.077958,2022-08-17
중계4동주민센터 북카페(3층),중계4동주민센터,중계,다목적실,연중무휴,9:00,18:00,10:00,13:00,N,,,,,10,35,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 덕릉로82길 50,,서울특별시 노원구청,중계4동주민센터,02-2116-2714,37.658728,127.077958,2022-08-17
상계1동주민센터 강의실(4층),상계1동주민센터,상계,다목적실,토+일,18:00,20:00,0:00,0:00,N,,,,,50,271.79,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로 1697,,서울특별시 노원구청,상계1동 주민센터,02-2116-2747,37.67992984,127.054976,2022-08-17
상계1동주민센터 다목적실(5층),상계1동주민센터,상계,다목적실,토+일,16:00,18:00,0:00,0:00,N,,,,,50,277.44,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로 1697,,서울특별시 노원구청,상계1동주민센터,02-2116-2747,37.67992984,127.054976,2022-08-17
가산동주민센터 가산사랑방,가산동주민센터,가산,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,N,1,0,0,0,12,38,책상+의자+냉난방+와이파이,인터넷+방문+전화,,,서울특별시 금천구 가산동 142-45,서울특별시 금천구 가산동주민센터,,02-2627-5202,37.47741735,126.8916088,2022-09-08
